12.6728,11.4709,12.0932,12.0127
11.5837,10.3993,10.6058,10.5752

12.6689,11.4759,12.0936,12.0141
11.5771,10.4017,10.6076,10.5777

12.6626,11.4815,12.0913,12.0142
11.5752,10.411,10.6028,10.575

12.6618,11.4822,12.0911,12.0145
11.5742,10.4113,10.6029,10.5756

12.667,11.4775,12.0942,12.0131
11.5754,10.4034,10.6083,10.5769

12.6668,11.4772,12.0915,12.0142
11.5788,10.4062,10.6034,10.5756

12.6681,11.4762,12.0907,12.0151
11.5804,10.4056,10.6021,10.5759

12.6753,11.4687,12.0932,12.0136
11.5844,10.3956,10.6069,10.5772

12.6747,11.4693,12.0919,12.0142
11.5855,10.3977,10.6043,10.5765

12.6713,11.4732,12.0914,12.0143
11.5839,10.4031,10.6022,10.5748

12.6724,11.4716,12.0937,12.0128
11.582,10.3988,10.6071,10.5761

12.6691,11.4746,12.0936,12.0125
11.5795,10.4024,10.6067,10.5754

12.6623,11.4821,12.0908,12.0148
11.5752,10.4118,10.6019,10.5751

12.6657,11.4782,12.0931,12.0129
11.5763,10.4061,10.6061,10.5755

12.6661,11.4782,12.093,12.014
11.5753,10.4047,10.6067,10.5773

12.667,11.4773,12.0909,12.0148
11.5795,10.4068,10.6022,10.5755

12.6721,11.4717,12.0925,12.0134
11.5831,10.4001,10.6051,10.5758

12.6752,11.4686,12.0928,12.0138
11.5846,10.3957,10.6064,10.5773

12.6737,11.4706,12.0908,12.0151
11.5857,10.3999,10.6022,10.5761

12.6689,11.4751,12.091,12.0146
11.5808,10.4041,10.603,10.5761

12.6682,11.4762,12.0939,12.0133
11.5768,10.4024,10.6078,10.5769

12.6635,11.4799,12.0908,12.0144
11.5754,10.4087,10.6035,10.5763

12.662,11.4818,12.0911,12.0142
11.5745,10.4111,10.603,10.5754

12.6681,11.4755,12.0931,12.013
11.5781,10.4028,10.6068,10.5764

12.7099,11.55,12.131,12.0974
11.5434,10.4066,10.6005,10.6135

12.6899,11.8645,12.071,12.4758
11.3146,10.5098,10.4612,10.8783

12.8177,12.1452,12.109,12.8853
11.1406,10.4924,10.3878,11.1432

12.992,12.5238,12.0899,13.4959
10.9491,10.4948,10.2022,11.518

13.195,12.9502,12.0105,14.2458
10.7479,10.4912,9.94491,11.98

13.4074,13.4577,11.8307,15.1932
10.5032,10.4881,9.59205,12.5806

13.6772,14.0445,11.6189,16.3047
10.2626,10.4858,9.17819,13.2374

13.9471,14.6921,11.4105,17.4674
10.0165,10.5046,8.76565,13.8773

14.2497,15.4007,11.2796,18.6551
9.7562,10.5058,8.41962,14.4824

14.6348,16.182,11.2861,19.8646
9.51801,10.4958,8.15449,14.9957

14.9929,16.9063,11.3591,20.9211
9.31634,10.4874,7.97067,15.3896

15.2372,17.4383,11.3749,21.7121
9.17219,10.487,7.81822,15.6866

15.4223,17.7092,11.3771,22.1728
9.1339,10.4791,7.71701,15.834

15.4445,17.7564,11.3283,22.2868
9.12709,10.484,7.66508,15.8879

15.452,17.7455,11.3879,22.2274
9.13423,10.4808,7.70812,15.8409

15.4502,17.737,11.5283,22.0895
9.13229,10.4767,7.81381,15.7412

15.4605,17.7194,11.6605,21.9602
9.13995,10.4691,7.91125,15.6437

15.4647,17.7126,11.6908,21.9293
9.14358,10.4665,7.93358,15.6204

15.4545,17.7248,11.6178,21.9996
9.13582,10.4715,7.88093,15.6758

15.455,17.7342,11.5012,22.1155
9.1366,10.4761,7.79268,15.7587

15.4441,17.7474,11.407,22.2054
9.12839,10.4813,7.72476,15.8296

15.447,17.7452,11.4109,22.2022
9.13057,10.4804,7.72705,15.826

15.4026,17.7348,11.4629,22.1086
9.10376,10.4763,7.7861,15.7978

15.1157,17.7883,11.5456,21.8486
8.9127,10.5002,7.94877,15.8024

14.7128,17.8309,11.9129,21.2229
8.64567,10.5176,8.38329,15.6175

14.2706,17.8072,12.7877,20.0234
8.36654,10.5161,9.26538,15.016

13.7432,17.7526,14.0948,18.3019
8.02848,10.4951,10.606,14.0345

17.7359,13.1946,18.7214,13.1749
10.4854,7.68059,14.799,10.199

17.7215,12.6411,20.1186,11.1827
10.4564,7.34062,16.5493,8.81767

17.8043,12.0029,21.2199,9.46043
10.4888,6.94442,18.1414,7.58931

17.7473,11.7404,21.8023,8.48899
10.4544,6.78899,19.0562,6.86437

17.7147,11.6118,21.9821,8.1179
10.4479,6.72052,19.4039,6.59167

17.6879,11.5803,21.7208,8.36184
10.4405,6.7047,19.1943,6.82444

17.7639,11.4854,21.2583,8.87068
10.5126,6.65695,18.7188,7.27564

17.5535,11.6529,20.5594,9.61827
10.388,6.75934,18.0631,7.95359

17.7834,11.4084,20.4909,9.69269
10.5278,6.60306,18.003,8.0301

17.5552,11.6558,20.561,9.61901
10.3928,6.76369,18.0564,7.9511

17.5994,11.6354,21.1084,9.02408
10.4085,6.74851,18.5911,7.41591

17.6579,11.6104,21.6063,8.49013
10.4299,6.72771,19.0712,6.93523

17.7489,11.5458,21.8337,8.25439
10.4858,6.68887,19.2704,6.71896

17.6468,11.6168,21.5203,8.58344
10.4265,6.73324,18.9859,7.01831

17.7345,11.502,21.1102,9.02774
10.4948,6.66622,18.5836,7.41946

17.5098,11.8712,20.5805,9.73522
10.3984,6.92125,17.8736,7.97076

17.3761,12.3424,20.3943,10.2011
10.4094,7.28178,17.2753,8.19753

17.347,12.7857,20.5671,10.333
10.492,7.63805,16.9439,8.08999

17.1219,13.4978,20.712,10.5475
10.4636,8.18588,16.509,8.0055

16.921,14.2032,20.6977,10.9398
10.4696,8.75609,15.9023,8.03602

16.7944,14.8044,20.3637,11.6419
10.5317,9.27318,15.0652,8.29389

16.4841,15.6043,19.441,12.9518
10.4948,9.95064,13.7758,8.94272

16.2559,16.2866,18.3633,14.3574
10.5217,10.5738,12.464,9.60461

15.9499,17.0446,17.2123,15.8146
10.4761,11.2489,11.1953,10.2437

15.9279,17.5174,16.5636,16.7262
